X,Y,ea_id,lat_modified,lon_modified,FNID,EFF_YEAR,COUNTRY,ADMIN0,ADMIN1,ADMIN2,ADMIN3,LZCODE,LZNAME,FNID_OLD,EFF_PERD
33.3872985839844,-9.80998039245605,10101016,-9.80998,33.38730,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.3810005187988,-9.89498043060303,10101204,-9.89498,33.38100,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.2302017211914,-9.50446033477783,10101215,-9.50446,33.23020,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.4040985107422,-9.5946102142334,10101219,-9.59461,33.40410,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.4071998596191,-9.73456954956055,10101355,-9.73457,33.40720,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.2181015014648,-9.58701992034912,10101374,-9.58702,33.21810,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.2523994445801,-9.66271018981934,10101470,-9.66271,33.25240,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.3936996459961,-9.66792011260986,10101562,-9.66792,33.39370,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
33.260799407959,-9.73770999908447,10101568,-9.73771,33.26080,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.3866004943848,-9.53645992279053,10101706,-9.53646,33.38660,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.5035018920898,-9.74822998046875,10102004,-9.74823,33.50350,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
33.5918998718262,-9.5815896987915,10102379,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
33.4519996643066,-9.71323013305664,10102621,-9.71323,33.45200,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
33.3739013671875,-9.97159957885742,10103414,-9.97160,33.37390,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.4541015625,-10.0370998382568,10103452,-10.03710,33.45410,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.5987014770508,-10.2009000778198,10103681,-10.20090,33.59870,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.663501739502,-10.1988000869751,10104150,-10.19880,33.66350,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.6116981506348,-10.2587995529175,10104351,-10.25880,33.61170,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
